Accel_X,Accel_Y,Accel_Z,Body_Temp_F,Heart_rate,label,Predicted_Activity,Status
-0.08,0.02,9.94,90.16,55,resting,resting,abnormal
-0.07,0.02,9.96,90.16,54,resting,resting,abnormal
-0.07,0.01,9.93,90.16,54,resting,resting,abnormal
-0.06,0.02,9.99,90.16,53,resting,resting,abnormal
-0.08,0.02,9.95,90.16,55,resting,resting,abnormal
-0.06,0.01,9.98,90.05,56,resting,resting,abnormal
-0.08,0.01,9.97,90.05,56,resting,resting,abnormal
-0.07,0.02,9.96,90.05,56,resting,resting,abnormal
-0.06,0.03,9.97,90.16,56,resting,resting,abnormal
-0.06,0.01,9.98,90.05,56,resting,resting,abnormal
-0.06,0.01,9.97,90.16,56,resting,resting,abnormal
-0.06,0.03,9.99,90.16,57,resting,resting,abnormal
-0.07,0.02,9.97,90.16,56,resting,resting,abnormal
-0.07,0.01,9.93,90.16,56,resting,resting,abnormal
-0.08,0.02,9.96,90.05,55,resting,resting,abnormal
-0.05,0.02,9.95,90.05,55,resting,resting,abnormal
-0.07,0.02,9.98,90.05,56,resting,resting,abnormal
-0.06,0.01,9.96,90.16,58,resting,resting,abnormal
-0.06,0.01,10.0,90.05,58,resting,resting,abnormal
-0.06,0.02,9.96,90.16,58,resting,resting,abnormal
-0.08,0.01,9.98,90.16,51,resting,resting,abnormal
-0.07,0.01,9.97,90.16,51,resting,resting,abnormal
-0.08,0.02,9.96,90.05,51,resting,resting,abnormal
-0.07,0.02,9.97,90.16,0,resting,resting,abnormal
-0.07,0.0,9.96,90.16,0,resting,resting,abnormal
-0.07,0.02,10.0,90.05,0,resting,resting,abnormal
-0.08,0.02,9.99,90.16,0,resting,resting,abnormal
-0.06,0.02,9.95,90.16,0,resting,resting,abnormal
-0.07,0.01,9.97,90.05,50,resting,resting,abnormal
-0.08,0.02,9.96,90.05,52,resting,resting,abnormal
-0.08,0.01,9.96,90.05,52,resting,resting,abnormal
-0.06,0.01,9.98,90.05,52,resting,resting,abnormal
-0.07,-0.01,9.95,90.05,48,resting,resting,abnormal
-0.07,0.01,9.97,90.05,48,resting,resting,abnormal
-0.06,0.02,9.96,90.05,48,resting,resting,abnormal
-0.08,0.01,9.96,90.05,0,resting,resting,abnormal
-0.08,0.0,9.95,90.05,0,resting,resting,abnormal
-0.07,0.01,9.99,90.05,0,resting,resting,abnormal
-0.07,0.01,9.94,90.05,0,resting,resting,abnormal
-0.06,0.02,9.96,90.05,0,resting,resting,abnormal
-0.08,0.01,9.98,89.94,0,resting,resting,abnormal
-0.08,0.02,9.98,90.05,114,resting,resting,abnormal
-0.05,0.02,9.98,90.05,111,resting,resting,abnormal
-0.07,0.03,9.93,90.05,111,resting,resting,abnormal
-0.06,0.01,9.99,89.94,99,resting,resting,abnormal
-0.08,0.01,9.94,90.05,99,resting,resting,abnormal
-0.06,0.02,9.99,90.05,89,resting,resting,abnormal
-0.07,0.01,9.95,90.05,83,resting,resting,abnormal
-0.07,0.01,9.97,90.05,77,resting,resting,abnormal
-0.07,0.02,9.98,90.05,77,resting,resting,abnormal
-0.06,0.02,9.95,90.05,70,resting,resting,abnormal
-0.06,0.02,9.97,90.05,70,resting,resting,abnormal
-0.08,0.02,9.95,90.05,65,resting,resting,abnormal
-0.07,0.01,9.97,89.94,61,resting,resting,abnormal
-0.06,0.02,9.97,89.94,61,resting,resting,abnormal
-0.07,0.01,9.94,89.94,58,resting,resting,abnormal
-0.08,0.02,9.96,89.94,55,resting,resting,abnormal
-0.07,0.02,9.94,89.94,55,resting,resting,abnormal
-0.06,0.01,9.97,90.05,52,resting,resting,abnormal
-0.05,0.03,9.98,89.94,52,resting,resting,abnormal
-0.08,0.0,9.94,90.05,52,resting,resting,abnormal
-0.08,0.01,9.98,89.94,52,resting,resting,abnormal
-0.06,0.0,9.93,89.94,48,resting,resting,abnormal
-0.07,0.01,9.96,89.94,48,resting,resting,abnormal
-0.09,0.02,9.96,89.94,47,resting,resting,abnormal
-0.07,0.03,9.96,90.05,47,resting,resting,abnormal
-0.06,0.02,9.95,89.94,47,resting,resting,abnormal
-0.06,0.01,9.97,89.94,47,resting,resting,abnormal
-0.07,0.02,9.98,89.94,0,resting,resting,abnormal
-0.06,0.01,9.98,89.94,0,resting,resting,abnormal
-0.07,0.01,9.97,89.94,0,resting,resting,abnormal
-0.07,0.02,9.98,89.94,50,resting,resting,abnormal
-0.08,0.01,9.94,89.82,50,resting,resting,abnormal
-0.06,0.01,9.97,89.94,50,resting,resting,abnormal
-0.07,0.01,9.95,89.94,51,resting,resting,abnormal
-0.06,0.02,9.95,89.94,51,resting,resting,abnormal
-0.08,0.01,9.97,89.94,51,resting,resting,abnormal
-0.09,0.01,9.98,89.82,52,resting,resting,abnormal
-0.06,0.01,9.95,89.94,53,resting,resting,abnormal
-0.06,0.02,9.99,89.94,53,resting,resting,abnormal
-0.08,0.01,9.96,89.82,53,resting,resting,abnormal
-0.07,0.02,9.97,89.82,53,resting,resting,abnormal
-0.07,0.01,9.96,89.82,53,resting,resting,abnormal
-0.06,0.02,9.95,89.82,0,resting,resting,abnormal
-0.06,0.01,9.95,89.94,0,resting,resting,abnormal
-0.07,0.01,9.97,89.94,59,resting,resting,abnormal
-0.06,0.01,9.97,89.82,59,resting,resting,abnormal
-0.06,0.02,10.0,89.82,58,resting,resting,abnormal
-0.08,0.01,9.97,89.82,58,resting,resting,abnormal
-0.07,0.03,9.96,89.82,58,resting,resting,abnormal
-0.07,0.01,9.97,89.82,0,resting,resting,abnormal
-0.07,0.02,9.95,89.82,0,resting,resting,abnormal
-0.05,0.02,10.0,89.82,0,resting,resting,abnormal
-0.09,0.02,9.96,89.82,93,resting,resting,abnormal
-0.08,0.01,9.97,89.82,93,resting,resting,abnormal
-0.06,0.01,9.94,89.82,88,resting,resting,abnormal
-0.06,0.02,9.99,89.82,83,resting,resting,abnormal
-0.06,0.01,9.96,89.82,83,resting,resting,abnormal
-0.06,0.02,9.98,89.82,78,resting,resting,abnormal
-0.06,0.01,9.96,89.71,75,resting,resting,abnormal
-0.06,0.01,9.98,89.71,71,resting,resting,abnormal
-0.06,0.02,9.96,89.82,71,resting,resting,abnormal
-0.07,0.02,9.96,89.82,69,resting,resting,abnormal
-0.07,0.02,9.97,89.82,69,resting,resting,abnormal
-0.06,0.02,9.98,89.82,69,resting,resting,abnormal
-0.07,0.0,9.9,89.82,57,resting,resting,abnormal
-0.06,0.02,10.0,89.82,57,resting,resting,abnormal
-0.07,0.03,9.96,89.82,57,resting,resting,abnormal
-0.06,-0.03,9.96,89.82,57,resting,resting,abnormal
-0.07,0.02,9.95,89.82,0,resting,resting,abnormal
-0.07,0.02,9.96,89.82,69,resting,resting,abnormal
-0.06,0.01,9.99,89.82,69,resting,resting,abnormal
-0.07,0.01,9.98,89.82,69,resting,resting,abnormal
-0.08,0.01,9.93,89.82,69,resting,resting,abnormal
-0.08,0.02,9.99,89.82,0,resting,resting,abnormal
-0.07,0.01,9.95,89.82,0,resting,resting,abnormal
-0.07,0.01,9.99,89.71,0,resting,resting,abnormal
-0.06,0.03,9.96,89.71,0,resting,resting,abnormal
-0.08,0.01,9.99,89.82,35,resting,resting,abnormal
-0.07,0.02,9.95,89.71,37,resting,resting,abnormal
-0.07,0.02,9.94,89.71,37,resting,resting,abnormal
-0.07,0.02,9.96,89.71,37,resting,resting,abnormal
-0.07,0.0,9.94,89.71,37,resting,resting,abnormal
-0.07,0.02,9.98,89.71,0,resting,resting,abnormal
-0.07,0.02,9.95,89.71,0,resting,resting,abnormal
-0.08,0.02,9.97,89.71,110,resting,resting,abnormal
-0.06,0.02,9.94,89.71,110,resting,resting,abnormal
-0.06,0.01,9.99,89.71,102,resting,resting,abnormal
-0.05,0.01,9.94,89.71,94,resting,resting,abnormal
-0.08,0.02,9.98,89.71,94,resting,resting,abnormal
-0.08,0.01,9.96,89.71,87,resting,resting,abnormal
-0.06,0.02,9.98,89.71,83,resting,resting,abnormal
-0.06,0.03,9.94,89.71,82,resting,resting,abnormal
-0.06,0.02,9.92,89.6,82,resting,resting,abnormal
-0.08,0.0,9.95,89.71,82,resting,resting,abnormal
-0.07,0.02,9.96,89.6,67,resting,resting,abnormal
-0.06,0.01,9.93,89.71,67,resting,resting,abnormal
-0.07,0.03,9.98,89.71,67,resting,resting,abnormal
-0.06,0.01,9.95,89.71,56,resting,resting,abnormal
-0.08,0.03,9.97,89.71,56,resting,resting,abnormal
-0.05,0.0,10.15,89.6,56,resting,resting,abnormal
-0.08,0.03,10.06,89.71,0,resting,resting,abnormal
-0.07,0.03,9.99,89.71,0,resting,resting,abnormal
-0.08,0.0,9.97,89.71,0,resting,resting,abnormal
-0.08,0.01,9.96,89.71,73,resting,resting,abnormal
-0.06,0.02,9.97,89.6,73,resting,resting,abnormal
-0.08,0.01,9.92,89.71,71,resting,resting,abnormal
-0.06,0.03,9.99,89.71,73,resting,resting,abnormal
-0.07,0.01,10.02,89.6,77,resting,resting,abnormal
-0.07,0.0,9.88,89.71,78,resting,resting,abnormal
-0.05,0.02,10.0,89.6,79,resting,resting,abnormal
-0.06,0.02,9.99,89.6,80,resting,resting,abnormal
-0.06,0.02,9.97,89.6,80,resting,resting,abnormal
-0.07,0.01,9.97,89.6,75,resting,resting,abnormal
-0.07,0.02,9.92,89.6,75,resting,resting,abnormal
-0.07,0.01,9.97,89.6,75,resting,resting,abnormal
-0.08,0.02,9.95,89.6,0,resting,resting,abnormal
-0.08,0.02,9.96,89.6,0,resting,resting,abnormal
-0.06,0.02,9.93,89.6,0,resting,resting,abnormal
-0.06,0.02,10.0,89.6,0,resting,resting,abnormal
-0.08,0.02,9.93,89.6,64,resting,resting,abnormal
-0.08,0.02,9.99,89.6,64,resting,resting,abnormal
-0.08,0.01,9.94,89.6,64,resting,resting,abnormal
-0.06,0.0,9.95,89.6,57,resting,resting,abnormal
-0.06,0.02,9.95,89.6,54,resting,resting,abnormal
-0.07,0.01,9.95,89.6,54,resting,resting,abnormal
-0.06,0.01,9.96,89.6,54,resting,resting,abnormal
-0.06,0.01,9.96,89.6,55,resting,resting,abnormal
-0.08,0.02,9.95,89.6,54,resting,resting,abnormal
-0.08,0.01,9.96,89.6,54,resting,resting,abnormal
-0.05,0.02,9.93,89.6,54,resting,resting,abnormal
-0.06,0.02,10.0,89.6,54,resting,resting,abnormal
-0.07,0.02,9.95,89.6,54,resting,resting,abnormal
-0.06,0.03,9.96,89.6,0,resting,resting,abnormal
-0.08,0.01,9.97,89.6,0,resting,resting,abnormal
-0.07,0.01,9.92,89.6,0,resting,resting,abnormal
-0.06,0.01,9.98,89.6,50,resting,resting,abnormal
-0.06,0.03,9.93,89.6,50,resting,resting,abnormal
-0.08,0.01,9.96,89.6,50,resting,resting,abnormal
-0.07,0.02,9.96,89.6,50,resting,resting,abnormal
-0.07,0.02,9.91,89.6,45,resting,resting,abnormal
-0.06,0.01,9.99,89.6,45,resting,resting,abnormal
-0.07,0.0,9.93,89.6,45,resting,resting,abnormal
-0.07,0.01,9.95,89.6,0,resting,resting,abnormal
-0.08,0.02,9.93,89.6,0,resting,resting,abnormal
-0.06,0.02,9.93,89.6,75,resting,resting,abnormal
-0.07,0.0,9.93,89.49,73,resting,resting,abnormal
-0.06,0.02,9.96,89.6,73,resting,resting,abnormal
-0.06,0.02,9.97,89.6,73,resting,resting,abnormal
-0.07,0.01,9.94,89.49,65,resting,resting,abnormal
-0.07,0.01,9.98,89.6,65,resting,resting,abnormal
-0.06,0.02,9.95,89.6,65,resting,resting,abnormal
-0.06,0.01,9.99,89.6,56,resting,resting,abnormal
-0.09,0.01,9.96,89.6,53,resting,resting,abnormal
-0.08,0.01,9.96,89.6,53,resting,resting,abnormal
-0.08,0.01,9.93,89.6,53,resting,resting,abnormal
-0.08,0.01,9.97,89.6,53,resting,resting,abnormal
-0.08,0.01,9.95,89.6,0,resting,resting,abnormal
-0.07,0.0,9.94,89.49,179,resting,resting,abnormal
-0.07,0.01,9.96,89.6,160,resting,resting,abnormal
-0.07,0.01,9.96,89.6,160,resting,resting,abnormal
-0.07,0.02,9.99,89.49,135,resting,resting,abnormal
-0.08,0.02,9.96,89.49,115,resting,resting,abnormal
-0.07,0.03,9.96,89.49,115,resting,resting,abnormal
-0.08,0.02,9.97,89.6,99,resting,resting,abnormal
-0.06,0.02,9.94,89.49,86,resting,resting,abnormal
-0.07,0.02,9.97,89.6,86,resting,resting,abnormal
-0.08,0.01,9.93,89.49,78,resting,resting,abnormal
-0.08,0.01,9.97,89.6,71,resting,resting,abnormal
-0.06,0.02,9.94,89.49,71,resting,resting,abnormal
-0.06,0.01,9.97,89.49,65,resting,resting,abnormal
-0.07,0.03,9.94,89.49,60,resting,resting,abnormal
-0.06,0.01,9.95,89.49,60,resting,resting,abnormal
-0.09,0.02,9.94,89.49,55,resting,resting,abnormal
-0.08,0.02,9.98,89.49,53,resting,resting,abnormal
-0.09,0.0,9.95,89.49,53,resting,resting,abnormal
-0.06,0.02,9.99,89.49,53,resting,resting,abnormal
-0.09,0.01,9.93,89.49,53,resting,resting,abnormal
-0.07,0.02,9.97,89.49,53,resting,resting,abnormal
-0.06,0.01,9.96,89.49,54,resting,resting,abnormal
-0.07,0.0,9.96,89.49,54,resting,resting,abnormal
-0.06,0.02,10.0,89.49,54,resting,resting,abnormal
-0.07,0.01,9.92,89.6,54,resting,resting,abnormal
-0.08,0.0,9.96,89.49,54,resting,resting,abnormal
-0.07,0.02,9.96,89.6,54,resting,resting,abnormal
-0.06,0.02,9.97,89.49,0,resting,resting,abnormal
-0.06,0.01,9.97,89.49,0,resting,resting,abnormal
-0.06,0.01,9.95,89.49,0,resting,resting,abnormal
-0.08,0.01,9.95,89.49,0,resting,resting,abnormal
-0.06,0.02,10.0,89.49,0,resting,resting,abnormal
-0.07,0.02,9.95,89.49,48,resting,resting,abnormal
-0.09,0.02,9.98,89.49,48,resting,resting,abnormal
-0.07,0.01,9.98,89.49,48,resting,resting,abnormal
-0.06,0.02,9.97,89.37,0,resting,resting,abnormal
-0.06,0.02,9.98,89.49,0,resting,resting,abnormal
-0.06,0.01,9.95,89.49,0,resting,resting,abnormal
-0.09,0.02,9.97,89.49,100,resting,resting,abnormal
-0.08,0.01,9.97,89.49,100,resting,resting,abnormal
-0.06,0.03,10.0,89.49,100,resting,resting,abnormal
-0.06,0.02,9.98,89.49,85,resting,resting,abnormal
-0.08,0.03,10.0,89.49,85,resting,resting,abnormal
-0.07,0.02,9.94,89.49,85,resting,resting,abnormal
-0.08,0.02,9.98,89.49,0,resting,resting,abnormal
-0.07,0.02,9.98,89.49,238,resting,resting,abnormal
-0.07,0.01,9.97,89.49,238,resting,resting,abnormal
-0.07,0.01,9.98,89.49,238,resting,resting,abnormal
-0.08,0.01,9.98,89.49,238,resting,resting,abnormal
-0.07,0.01,9.96,89.49,0,resting,resting,abnormal
-0.06,0.02,9.98,89.49,0,resting,resting,abnormal
-0.08,0.02,9.95,89.49,49,resting,resting,abnormal
-0.08,0.02,9.96,89.49,49,resting,resting,abnormal
-0.06,0.01,9.94,89.49,49,resting,resting,abnormal
-0.08,0.01,9.99,89.49,45,resting,resting,abnormal
-0.05,0.02,9.97,89.49,45,resting,resting,abnormal
-0.07,0.02,9.97,89.49,45,resting,resting,abnormal
-0.06,0.01,9.98,89.49,45,resting,resting,abnormal
-0.07,0.0,9.98,89.49,45,resting,resting,abnormal
-0.08,0.01,9.94,89.6,47,resting,resting,abnormal
-0.07,0.01,9.99,89.49,47,resting,resting,abnormal
-0.09,0.01,9.91,89.49,47,resting,resting,abnormal
-0.05,0.02,9.98,89.49,48,resting,resting,abnormal
-0.07,0.02,9.98,89.49,48,resting,resting,abnormal
-0.06,0.01,9.99,89.49,47,resting,resting,abnormal
-0.05,0.01,9.98,89.49,47,resting,resting,abnormal
-0.08,0.02,9.99,89.49,47,resting,resting,abnormal
-0.06,0.01,9.98,89.49,0,resting,resting,abnormal
-0.07,0.02,9.97,89.49,0,resting,resting,abnormal
-0.07,0.02,9.96,89.49,0,resting,resting,abnormal
-0.07,0.02,9.96,89.49,0,resting,resting,abnormal
-0.07,0.02,10.01,89.49,0,resting,resting,abnormal
-0.07,0.01,9.99,89.49,0,resting,resting,abnormal
-0.07,0.01,9.96,89.49,0,resting,resting,abnormal
-0.05,0.01,10.01,89.49,0,resting,resting,abnormal
-0.08,0.02,9.93,89.49,0,resting,resting,abnormal
-0.06,0.02,9.97,89.49,0,resting,resting,abnormal
-0.09,0.03,9.96,89.49,0,resting,resting,abnormal
-0.08,0.02,9.99,89.49,0,resting,resting,abnormal
-0.01,0.08,10.1,89.49,0,resting,resting,abnormal
-0.07,0.02,10.01,89.49,0,resting,resting,abnormal
-0.08,0.01,9.96,89.49,0,resting,resting,abnormal
-0.07,0.03,10.0,89.6,0,resting,resting,abnormal
-0.06,0.02,9.96,89.49,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.01,9.98,89.49,0,resting,resting,abnormal
-0.08,0.01,9.99,89.49,0,resting,resting,abnormal
-0.07,0.02,9.97,89.49,0,resting,resting,abnormal
-0.06,0.02,9.99,89.49,0,resting,resting,abnormal
-0.07,0.02,9.95,89.49,0,resting,resting,abnormal
-0.08,0.02,10.0,89.49,0,resting,resting,abnormal
-0.08,0.01,9.95,89.49,25,resting,resting,abnormal
-0.06,0.03,9.99,89.49,25,resting,resting,abnormal
-0.07,0.02,9.99,89.49,25,resting,resting,abnormal
-0.08,0.02,9.97,89.49,26,resting,resting,abnormal
-0.06,0.01,9.98,89.49,26,resting,resting,abnormal
-0.08,0.01,9.97,89.49,26,resting,resting,abnormal
-0.07,0.02,9.98,89.49,0,resting,resting,abnormal
-0.09,0.03,9.95,89.49,0,resting,resting,abnormal
-0.06,0.01,9.95,89.49,0,resting,resting,abnormal
-0.07,0.01,10.01,89.49,0,resting,resting,abnormal
-0.07,0.02,9.94,89.37,0,resting,resting,abnormal
-0.07,0.0,9.97,89.49,0,resting,resting,abnormal
-0.07,0.0,9.97,89.37,0,resting,resting,abnormal
-0.07,0.01,9.98,89.49,0,resting,resting,abnormal
-0.09,0.01,9.97,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.49,0,resting,resting,abnormal
-0.05,0.03,9.98,89.49,0,resting,resting,abnormal
-0.06,0.01,9.98,89.49,0,resting,resting,abnormal
-0.06,0.02,9.94,89.49,0,resting,resting,abnormal
-0.08,0.02,9.98,89.49,0,resting,resting,abnormal
-0.08,0.04,9.96,89.49,62,resting,resting,abnormal
-0.07,0.02,9.98,89.49,64,resting,resting,abnormal
-0.07,0.02,9.97,89.49,69,resting,resting,abnormal
-0.07,0.01,9.95,89.49,69,resting,resting,abnormal
-0.07,0.02,9.96,89.49,69,resting,resting,abnormal
-0.07,0.02,9.94,89.37,0,resting,resting,abnormal
-0.06,0.0,9.99,89.49,238,resting,resting,abnormal
-0.06,0.01,9.97,89.37,238,resting,resting,abnormal
-0.06,0.02,10.0,89.49,238,resting,resting,abnormal
-0.07,0.03,9.95,89.49,146,resting,resting,abnormal
-0.06,0.01,10.0,89.49,121,resting,resting,abnormal
-0.06,0.02,10.0,89.37,112,resting,resting,abnormal
-0.08,0.01,9.96,89.49,101,resting,resting,abnormal
-0.07,0.02,10.0,89.37,94,resting,resting,abnormal
-0.06,0.03,9.98,89.37,91,resting,resting,abnormal
-0.07,0.02,9.97,89.37,88,resting,resting,abnormal
-0.07,0.01,9.98,89.37,80,resting,resting,abnormal
-0.08,0.01,10.0,89.37,89,resting,resting,abnormal
-0.07,0.02,9.96,89.37,96,resting,resting,abnormal
-0.07,0.02,9.95,89.37,98,resting,resting,abnormal
-0.07,0.03,9.99,89.37,100,resting,resting,abnormal
-0.06,0.03,9.97,89.37,105,resting,resting,abnormal
-0.08,0.01,9.98,89.37,100,resting,resting,abnormal
-0.07,0.03,10.0,89.37,90,resting,resting,abnormal
-0.05,0.02,9.96,89.37,90,resting,resting,abnormal
-0.06,0.02,10.02,89.49,81,resting,resting,abnormal
-0.06,0.03,9.97,89.49,79,resting,resting,abnormal
-0.06,0.02,9.98,89.37,79,resting,resting,abnormal
-0.07,0.01,9.97,89.37,78,resting,resting,abnormal
-0.06,0.02,9.96,89.37,73,resting,resting,abnormal
-0.08,0.02,9.98,89.37,73,resting,resting,abnormal
-0.06,0.01,9.98,89.37,70,resting,resting,abnormal
-0.06,0.01,9.96,89.37,65,resting,resting,abnormal
-0.07,0.02,9.99,89.37,62,resting,resting,abnormal
-0.07,0.02,9.96,89.37,59,resting,resting,abnormal
-0.07,0.02,9.96,89.37,59,resting,resting,abnormal
-0.06,0.02,9.99,89.37,57,resting,resting,abnormal
-0.06,0.01,9.96,89.49,63,resting,resting,abnormal
-0.06,0.0,10.0,89.37,66,resting,resting,abnormal
-0.07,0.02,10.01,89.37,71,resting,resting,abnormal
-0.07,0.01,9.97,89.37,77,resting,resting,abnormal
-0.07,0.02,9.99,89.37,77,resting,resting,abnormal
-0.08,0.02,9.94,89.37,77,resting,resting,abnormal
-0.07,0.02,9.97,89.37,67,resting,resting,abnormal
-0.07,0.01,9.95,89.49,67,resting,resting,abnormal
-0.08,0.02,9.96,89.37,67,resting,resting,abnormal
-0.08,0.01,9.99,89.37,0,resting,resting,abnormal
-0.05,0.02,9.98,89.37,0,resting,resting,abnormal
-0.08,0.01,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.99,89.37,0,resting,resting,abnormal
-0.08,0.02,9.94,89.37,0,resting,resting,abnormal
-0.06,0.02,10.01,89.37,0,resting,resting,abnormal
-0.09,0.0,9.96,89.37,0,resting,resting,abnormal
-0.07,0.02,9.99,89.49,0,resting,resting,abnormal
-0.06,0.03,9.97,89.37,0,resting,resting,abnormal
-0.06,0.01,9.98,89.37,0,resting,resting,abnormal
-0.07,0.03,9.97,89.37,0,resting,resting,abnormal
-0.07,0.01,9.99,89.37,0,resting,resting,abnormal
-0.08,0.01,9.96,89.37,0,resting,resting,abnormal
-0.06,0.03,10.0,89.37,0,resting,resting,abnormal
-0.06,0.01,9.97,89.37,0,resting,resting,abnormal
-0.06,0.02,9.93,89.37,0,resting,resting,abnormal
-0.08,0.03,9.97,89.37,0,resting,resting,abnormal
-0.08,0.02,9.98,89.37,57,resting,resting,abnormal
-0.07,0.02,9.97,89.37,57,resting,resting,abnormal
-0.07,0.01,9.98,89.37,56,resting,resting,abnormal
-0.08,0.02,9.97,89.37,56,resting,resting,abnormal
-0.05,0.0,9.45,89.37,56,resting,resting,abnormal
-0.06,0.01,9.95,89.37,0,resting,resting,abnormal
-0.07,0.02,10.01,89.37,0,resting,resting,abnormal
-0.08,0.01,9.95,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.08,0.01,9.98,89.49,0,resting,resting,abnormal
-0.06,0.03,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.99,89.37,0,resting,resting,abnormal
-0.06,0.01,9.96,89.37,0,resting,resting,abnormal
-0.09,0.02,10.01,89.37,0,resting,resting,abnormal
-0.07,0.02,9.95,89.37,0,resting,resting,abnormal
-0.06,0.03,9.99,89.37,0,resting,resting,abnormal
-0.08,0.02,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.96,89.49,0,resting,resting,abnormal
-0.08,0.02,9.94,89.37,0,resting,resting,abnormal
-0.06,0.03,9.97,89.37,0,resting,resting,abnormal
-0.08,0.01,9.96,89.37,43,resting,resting,abnormal
-0.07,0.02,9.95,89.37,44,resting,resting,abnormal
-0.08,0.02,9.95,89.37,44,resting,resting,abnormal
-0.06,0.01,9.96,89.49,45,resting,resting,abnormal
-0.07,0.01,9.95,89.49,45,resting,resting,abnormal
-0.07,0.0,9.99,89.49,45,resting,resting,abnormal
-0.05,0.02,9.95,89.49,45,resting,resting,abnormal
-0.08,0.01,9.97,89.37,45,resting,resting,abnormal
-0.08,0.03,9.96,89.49,0,resting,resting,abnormal
-0.07,0.0,9.97,89.37,0,resting,resting,abnormal
-0.06,0.02,9.95,89.49,0,resting,resting,abnormal
-0.07,0.02,9.92,89.49,0,resting,resting,abnormal
-0.08,0.01,9.95,89.49,0,resting,resting,abnormal
-0.07,0.01,9.98,89.49,0,resting,resting,abnormal
-0.06,0.03,9.97,89.37,0,resting,resting,abnormal
-0.05,0.02,9.98,89.37,0,resting,resting,abnormal
-0.06,0.01,9.96,89.37,0,resting,resting,abnormal
-0.05,0.02,9.99,89.37,0,resting,resting,abnormal
-0.09,0.01,9.96,89.37,0,resting,resting,abnormal
-0.07,0.01,9.96,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.01,9.97,89.37,0,resting,resting,abnormal
-0.07,0.02,9.93,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.0,9.95,89.37,0,resting,resting,abnormal
-0.07,0.01,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.97,89.37,0,resting,resting,abnormal
-0.05,0.01,9.97,89.37,0,resting,resting,abnormal
-0.06,0.02,9.99,89.37,0,resting,resting,abnormal
-0.08,0.01,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.94,89.37,0,resting,resting,abnormal
-0.07,0.01,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.96,89.37,0,resting,resting,abnormal
-0.06,0.02,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.99,89.37,0,resting,resting,abnormal
-0.06,0.02,9.95,89.37,28,resting,resting,abnormal
-0.06,0.03,9.98,89.37,28,resting,resting,abnormal
-0.08,0.02,9.99,89.37,28,resting,resting,abnormal
-0.07,0.02,9.99,89.37,28,resting,resting,abnormal
-0.08,0.01,9.98,89.37,28,resting,resting,abnormal
-0.06,0.02,10.0,89.37,28,resting,resting,abnormal
-0.07,0.01,9.99,89.37,28,resting,resting,abnormal
-0.07,0.02,9.97,89.37,28,resting,resting,abnormal
-0.07,0.01,9.96,89.37,28,resting,resting,abnormal
-0.08,0.01,9.98,89.37,28,resting,resting,abnormal
-0.06,0.02,9.98,89.37,28,resting,resting,abnormal
-0.08,0.02,9.96,89.37,28,resting,resting,abnormal
-0.08,0.03,9.96,89.37,28,resting,resting,abnormal
-0.06,0.01,9.99,89.37,0,resting,resting,abnormal
-0.06,0.01,9.96,89.37,0,resting,resting,abnormal
-0.07,0.02,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.93,89.37,0,resting,resting,abnormal
-0.08,0.02,9.96,89.37,0,resting,resting,abnormal
-0.08,0.02,9.98,89.37,0,resting,resting,abnormal
-0.06,0.03,9.97,89.37,0,resting,resting,abnormal
-0.08,0.02,9.96,89.37,0,resting,resting,abnormal
-0.07,0.03,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.96,89.37,0,resting,resting,abnormal
-0.07,0.02,9.97,89.37,0,resting,resting,abnormal
-0.04,0.0,9.95,89.37,0,resting,resting,abnormal
-0.06,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.07,0.02,9.96,89.37,0,resting,resting,abnormal
-0.06,0.02,9.98,89.37,53,resting,resting,abnormal
-0.07,0.04,9.97,89.37,53,resting,resting,abnormal
-0.07,0.02,9.96,89.37,53,resting,resting,abnormal
-0.07,0.01,10.01,89.37,0,resting,resting,abnormal
-0.08,0.02,9.94,89.37,0,resting,resting,abnormal
-0.07,0.02,9.97,89.37,0,resting,resting,abnormal
-0.08,0.01,9.96,89.37,0,resting,resting,abnormal
-0.06,0.02,9.99,89.37,0,resting,resting,abnormal
