Accel_X,Accel_Y,Accel_Z,Body_Temp_F,Heart_rate,label
3.59,-1.2,11.7,75.87,178,running
1.13,-1,9.8,75.87,186,running
0.92,-3.66,9.42,75.87,194,running
-1.07,-3.68,9.64,75.87,171,running
-0.22,-2.23,10.02,75.87,171,running
-0.08,-2.18,9.5,75.87,171,running
2.38,-3.1,8.99,75.87,171,running
2.6,-2.72,11.48,75.87,0,running
3.43,-1.45,8.44,75.87,112,running
1.89,-3.34,10.04,75.87,109,running
-1.93,-5.06,10.17,75.87,107,running
0.92,-3.33,9.25,75.87,113,running
0.68,-4.05,8.49,75.87,110,running
1.9,-1.88,10.03,75.87,107,running
2.73,-2.67,9.96,75.87,102,running
2.15,-0.51,9.06,75.87,102,running
1.36,-2.65,9.14,75.87,96,running
-2.07,-4.59,8.72,75.87,95,running
0.93,-2.12,9.55,75.87,96,running
1.12,-1.33,10.98,75.87,92,running
2.5,-3.07,9.1,75.87,95,running
3.16,-1.68,11.79,75.87,103,running
0.86,-2.18,9.5,75.87,109,running
1.08,-5.94,7.8,75.87,130,running
0.86,-1.82,9.47,75.87,127,running
0.92,-1.55,10.04,75.87,131,running
2.5,-1.56,7.73,75.87,126,running
0.38,-2.22,9.07,75.87,114,running
0.72,-4.52,8.8,75.87,113,running
2.65,-2.76,12.82,75.87,104,running
0.11,-1.94,8.56,75.87,110,running
-0.59,-1.73,10.2,75.87,106,running
1.92,-2,11.47,75.87,102,running
1.67,-1.27,8.49,75.87,109,running
3.5,-3.11,13.82,75.87,110,running
1.32,-4.59,10.75,75.87,108,running
0.07,-2.14,8.07,75.76,112,running
-0.56,-3.23,12.3,75.87,106,running
0.97,-2.77,9.3,75.87,106,running
1.22,-0.72,9.83,75.99,106,running
1.16,-5.06,12.38,75.87,113,running
0.09,-1.76,5.87,75.87,106,running
2.07,-0.12,11.57,75.87,111,running
1.42,0.52,8.77,75.99,114,running
-1.72,-4.45,9.95,75.87,126,running
-0.9,-1.38,5.49,75.87,142,running
2.47,-2.28,10.74,75.99,155,running
3.36,-6.81,14.82,75.99,155,running
1.53,-2.05,4.72,75.87,136,running
-0.99,-0.83,7.85,75.87,136,running
2.26,0.92,8.42,75.87,105,running
-0.32,-6.05,11.59,75.99,105,running
-3.9,-4.2,14.8,75.87,92,running
1.31,-2.34,7.4,75.87,89,running
2.42,-2.82,9.17,75.87,81,running
0.1,-1.48,12.26,75.99,76,running
4.1,-0.56,11.03,75.99,72,running
2.74,0.48,7.47,75.87,72,running
1.84,-2.51,11.16,75.99,118,running
-0.52,-0.37,10.23,75.99,122,running
2.89,-0.73,9.11,75.99,132,running
1.91,-0.24,9.39,75.99,151,running
0.28,-3.92,11.37,75.99,153,running
2.55,-0.7,8.82,75.99,137,running
2.16,-0.63,10.34,75.99,124,running
4.21,-0.33,10.35,75.99,125,running
2.76,-2.62,6.6,75.99,136,running
-1.03,-2.95,10.72,75.99,135,running
-0.09,0.01,10.55,75.99,134,running
3.35,-1.14,6.23,75.99,144,running
0.91,-2.14,7.03,75.99,145,running
1.42,-4.01,10.68,75.99,132,running
-0.21,-3.15,9.8,75.99,128,running
0.06,-1.53,6.58,75.99,123,running
2.79,-0.63,12.86,75.99,129,running
0.93,0.58,9.95,75.99,129,running
1.2,-3.06,8.21,75.99,129,running
-0.9,-3.62,8.71,76.1,0,running
0.58,-2.02,8.77,76.1,92,running
2.08,0.44,8.4,76.1,96,running
1.6,-1.25,7.58,75.99,106,running
1.27,0.05,10.15,75.99,106,running
-0.82,-5.16,8.42,76.1,106,running
0.32,-2.54,9.42,75.99,0,running
1.96,-1.4,11.15,76.1,150,running
1.13,-0.77,9.6,76.1,141,running
0.03,-1.16,8.88,75.99,142,running
2.13,-1.6,8.56,76.1,129,running
0.27,-2.68,9.27,76.1,129,running
-2.25,-5.07,8.53,76.1,115,running
0.64,-1.01,6.9,76.1,111,running
1.4,0.22,10.23,75.99,100,running
2.7,-1.32,11.03,76.1,101,running
3.3,-1.77,12.87,76.21,102,running
2.46,-2.25,9.91,76.1,114,running
-0.99,-3.61,8.5,76.1,132,running
0.71,-0.8,10.23,76.1,150,running
-0.83,-0.35,8.92,76.1,137,running
2.72,-2.22,9.83,75.99,137,running
1.09,-1.4,8.55,76.1,141,running
2.59,-2.26,9.87,76.1,141,running
1.05,-3.19,8.01,76.1,141,running
-2.34,-3.68,8.73,76.1,0,running
0.82,-1.63,9.49,76.21,0,running
1.19,-1.3,11.24,76.1,112,running
1.34,-0.27,11,76.1,106,running
3.51,-0.02,8.43,76.1,107,running
1.01,-1.74,8.73,76.1,107,running
3.3,-1.82,10.16,76.21,107,running
1.31,-3.97,7.99,76.1,79,running
-0.34,-1.29,10.6,76.1,79,running
1.51,-0.7,7.88,76.1,71,running
1.3,2.64,10.74,76.21,71,running
2.6,-0.45,9.18,76.21,71,running
1.19,-0.89,9.41,76.1,61,running
2.71,-1.3,9.99,76.1,61,running
0.39,-1.63,8.89,76.1,56,running
0.61,-3.04,9.62,76.1,55,running
1.54,-1.56,8.45,76.1,55,running
1.34,-1.3,10.68,76.21,53,running
-0.09,0.63,9.42,76.21,54,running
1.73,-0.79,10.22,76.21,68,running
0.87,-0.84,9.82,76.21,75,running
1.25,-1.54,8.8,76.21,90,running
-0.18,-2.75,8.82,76.21,90,running
0.1,-2.73,9.9,76.1,89,running
1.68,-0.84,8.94,76.1,88,running
-0.25,-1.17,10.78,76.21,93,running
1.09,0.7,10.76,76.21,100,running
2.1,-0.98,9.46,76.21,99,running
-0.57,-0.77,9.26,76.21,97,running
2.36,-1.76,9.34,76.21,98,running
0.76,-3.99,8.49,76.21,110,running
-0.61,-3.1,8.62,76.21,118,running
1.07,-0.96,11.43,76.21,118,running
0.34,-1.73,12.08,76.32,118,running
2.27,-0.2,9.06,76.21,0,running
3.52,-1.18,11.41,76.32,0,running
2.77,-1.76,6.44,76.21,167,running
-0.47,-2.86,7.62,76.21,171,running
1.5,-2.54,9.81,76.32,157,running
2.96,-0.75,10.54,76.32,143,running
2.39,-1.87,13.62,76.32,134,running
2.05,-1.1,8.44,76.32,116,running
-2.43,-5.5,7.46,76.32,110,running
0.98,-3.53,9.23,76.32,110,running
0.23,-3.73,9.77,76.32,97,running
2.38,0.93,9.52,76.32,93,running
3.31,-1.43,7.25,76.32,87,running
2.66,-2.04,9.21,76.32,86,running
-0.09,-3.69,8.93,76.32,87,running
0.23,-4.05,10.55,76.32,87,running
0.39,-0.8,7.7,76.32,86,running
2.96,-0.28,10.9,76.32,87,running
0.18,-1.47,9.18,76.32,83,running
1.96,-2.94,8.93,76.44,83,running
-0.74,-4.5,8.34,76.44,83,running
1.98,-2.79,9.27,76.55,73,running
-0.92,-2.2,8.98,76.44,73,running
3.45,-2.57,11.06,76.44,68,running
0.64,-1.39,9.31,76.55,67,running
2.6,-2.87,8.82,76.55,70,running
-2.19,-4.57,10.72,76.55,73,running
0.58,-3.25,8.04,76.55,73,running
0.48,-4.25,12.41,76.55,74,running
0.18,-1.9,10.47,76.55,74,running
1.76,-2.98,8.94,76.66,90,running
2.67,-2.25,13,76.66,100,running
1.36,-3.43,10.29,76.66,109,running
-0.48,-4.77,8.14,76.66,102,running
0.76,0.55,10.78,76.66,102,running
1.28,-2.93,7.8,76.66,113,running
-1.32,0,11.28,76.77,112,running
2.82,-2.59,10.11,76.66,113,running
0.83,-2.13,7.9,76.77,111,running
3.74,-2.53,10.16,76.77,116,running
1.44,-3.9,9.75,76.77,115,running
0.39,-2,9.47,76.77,124,running
0.22,-1.49,8.42,76.77,119,running
0.85,-0.71,10.14,76.89,119,running
1.65,-1.56,9.87,76.89,109,running
1,-2.36,8.47,76.89,108,running
2.32,-1.57,8.1,76.89,105,running
1.45,-3.99,8.39,76.89,98,running
-0.13,-3.86,9.14,76.89,97,running
0.42,-1.95,9.05,76.89,97,running
0.68,-0.3,9.9,77,97,running
-0.51,-0.79,8.38,77,79,running
0.29,-2.51,6.42,77.11,79,running
1.74,-1.38,9.5,77,73,running
-0.87,-1.35,9.46,77.11,74,running
-2.26,-0.44,8.99,77.11,74,running
-2.16,0.28,10.08,77.11,67,running
-1.55,-1.36,9.13,77.22,67,running
-1.58,-0.71,10.02,77.22,66,running
-2.55,-1.37,10.63,77.22,62,running
-1.91,-2.3,9.68,77.22,62,running
-2.11,-1.94,10.59,77.22,62,running
-1.12,0.98,11.39,77.22,62,running
0.9,-1.04,12.35,77.22,62,running
-0.9,-1.94,8.69,77.34,0,running
-0.29,-1.55,10,77.34,0,running
0.14,-1.26,8.53,77.34,74,running
-1.52,-1.77,8.32,77.45,75,running
0.22,-1.98,11.93,77.45,75,running
0.8,-2.83,12.43,77.45,72,running
0.57,-1.99,9.61,77.56,71,running
-1.05,-0.4,11.64,77.56,73,running
-1.77,-2.55,10.29,77.56,81,running
-0.84,0.89,9.75,77.56,87,running
0.85,0.42,10.3,77.68,87,running
1.52,0.72,10.21,77.68,75,running
1.86,0.54,9.63,77.68,75,running
1.77,0.76,9.75,77.79,75,running
1.71,0.7,9.82,77.79,67,running
1.74,0.83,10.04,77.79,67,running
1.93,0.66,9.82,77.9,67,running
1.83,0.82,10.02,77.79,0,running
1.77,0.8,9.76,77.79,0,running
1.79,0.86,9.9,77.9,0,running
1.84,0.88,9.7,77.9,0,running
1.9,0.71,9.68,78.01,0,running
-0.68,0.24,10.32,78.01,0,running
0.55,-1.26,8.6,78.01,0,running
0.2,-1.1,10,78.01,27,running
0.79,1.16,10.21,78.01,27,running
-0.52,0.8,9.99,78.12,29,running
-0.2,0.72,10.52,78.12,29,running
0.61,-2.69,8.64,78.12,29,running
3.86,-1.95,12.53,78.12,29,running
2.18,-2.34,9.4,78.24,31,running
-1.39,-3.03,11.21,78.24,33,running
-0.95,-1.24,9.09,78.24,36,running
1.9,-4.29,9.93,78.24,36,running
1.94,-2.34,9.85,78.24,36,running
-2.27,-4.16,9.1,78.24,36,running
0.1,-3.45,8.51,78.35,36,running
0.06,-1.13,8.35,78.35,37,running
0.55,-3.55,10.05,78.35,37,running
0.73,-3.21,14.34,78.35,39,running
-1.77,-1.38,9.89,78.35,42,running
-0.94,-1.91,8.81,78.46,42,running
0.78,-1.46,9.96,78.46,46,running
1.85,-1.56,12.5,78.46,48,running
0.11,-2.09,7.82,78.46,48,running
-1.43,-2.52,8.37,78.46,50,running
0.22,1.91,14.39,78.57,51,running
3.07,-1.31,10.34,78.57,51,running
1.44,-1.36,9.07,78.57,50,running
-0.55,-3.71,8.52,78.57,50,running
-2.12,-3.57,10.78,78.69,53,running
-0.57,0.72,7.86,78.57,58,running
1.69,-2.36,6.79,78.69,64,running
2.68,-1.64,11.25,78.69,64,running
1.28,-3.14,10.69,78.69,61,running
-2.38,-4.86,10.07,78.69,61,running
0.12,-2.78,13.51,78.69,61,running
0.93,1.73,11.27,78.8,0,running
3.73,-0.68,10.81,78.69,0,running
2.28,-1.25,10.88,78.8,70,running
1.41,-3.07,8.1,78.8,70,running
-0.62,-1.29,9.53,78.8,68,running
-0.21,-2.27,8.25,78.8,69,running
1.18,-1.88,8.87,78.8,72,running
2,-2.33,10.54,78.8,72,running
0.77,-2.76,11.03,78.8,72,running
-0.52,-4.7,8.6,78.8,72,running
-0.08,-4.02,10.59,78.91,0,running
-0.13,-3.26,9.5,78.91,0,running
-0.21,-2.47,9.39,78.91,0,running
1.03,-3.35,7.81,78.91,0,running
0.91,-3.23,11.49,78.91,53,running
-0.2,-3.2,9.36,78.91,55,running
-1.19,-1.45,9.53,78.91,56,running
-1.2,-0.67,7.81,79.02,59,running
2.03,-2.23,10.47,78.91,59,running
1.29,-1.48,8.02,78.91,57,running
-0.39,-2.4,10.66,79.02,58,running
0.5,-2.47,7.67,79.02,59,running
1.52,-1.37,9.58,79.02,62,running
1.08,-3,9.28,79.02,72,running
2.03,-1.65,8.84,79.14,78,running
1.57,-2.4,7.85,79.14,88,running
-0.42,-3.76,7.62,79.14,88,running
-1.75,-3,8.79,79.14,81,running
0.25,0.53,10.85,79.14,90,running
0.21,-3.82,7.79,79.14,99,running
1.57,-2.72,12.34,79.14,99,running
0.66,-2.27,8.52,79.14,95,running
-1.79,-4.15,10.74,79.14,95,running
1.18,-1.46,9.58,79.14,80,running
-0.03,-0.68,8.63,79.14,73,running
3.07,-3.43,10.31,79.25,73,running
1.79,-3.44,9.9,79.25,69,running
0.91,-5.23,8.59,79.14,69,running
-1.1,-3.09,8.86,79.25,69,running
-0.85,-2.72,8.44,79.25,58,running
1.65,-2.96,9.49,79.25,58,running
1.64,-3.92,9.01,79.25,57,running
2.33,-3.14,10.39,79.25,57,running
0,-4.54,8.52,79.25,54,running
2.09,-4.56,10.06,79.25,54,running
0.45,-1.84,10.37,79.25,55,running
0.98,-4.4,10.85,79.25,61,running
2.04,-2.6,8.91,79.25,70,running
1.8,-4,8.83,79.25,70,running
-0.75,-3.09,11.38,79.25,64,running
-0.09,-2.3,8.53,79.25,74,running
0.34,-5.15,8.47,79.25,90,running
0.9,-2.54,8.93,79.25,90,running
1.57,-3.25,7,79.36,84,running
2.89,-6.09,8.03,79.36,82,running
-1.35,-2.37,9.24,79.36,84,running
0.16,-1.15,10.48,79.36,84,running
-0.14,-1.28,9.22,79.36,94,running
1,-2.51,10.06,79.36,99,running
2.62,-2.83,12.34,79.47,100,running
0.23,-3.71,9.21,79.47,100,running
-0.91,-2.16,11.69,79.36,100,running
2.5,-0.68,9.25,79.47,0,running
-0.19,1.45,9.49,79.47,185,running
3.5,-1.04,9.72,79.47,185,running
1.31,-1.35,8.94,79.36,149,running
2.2,-1.8,11.22,79.47,135,running
-0.06,-3.34,10.06,79.47,135,running
0.93,-2.58,10.54,79.47,112,running
1.54,-1.16,11.69,79.47,104,running
1.09,-2.49,9.77,79.47,104,running
1.8,-3.11,9.33,79.47,85,running
1.8,-1.18,10.19,79.59,78,running
1.47,-4.16,8.24,79.59,76,running
1.25,-1.15,9.85,79.47,71,running
0.51,1.09,10.8,79.47,77,running
1.65,-2.14,10.02,79.59,93,running
1.62,-1.59,12.5,79.59,150,running
0.87,-4.11,10.07,79.59,147,running
