Accel_X,Accel_Y,Accel_Z,Amb_Temp,BPM,Batttery_Level_%,Batttery_V,Body_Temp_C,Body_Temp_F,Heart_rate,IBI,Predicted Activity,Pressure,Pressure_%,Status,Time,Volume,Volume_%
0.01,-0.25,10.13,24.71,768.0,-167.78,2.47,23.44,74.19,105.0,526.0,resting,70.1,53.79,abnormal,2023-04-11 19:13:02,0.0,0.0
0.01,-0.25,10.12,24.76,664.0,-170.13,2.45,23.44,74.19,99.0,516.0,resting,72.5,55.62,abnormal,2023-04-11 19:13:03,0.0,0.0
0.02,-0.26,10.12,24.75,664.0,-160.08,2.54,23.44,74.19,99.0,526.0,resting,72.9,55.9,abnormal,2023-04-11 19:13:04,0.0,0.0
0.01,-0.25,10.13,24.71,838.0,-165.59,2.49,23.44,74.19,98.0,529.0,resting,60.3,46.21,abnormal,2023-04-11 19:13:04,0.0,0.0
0.01,-0.25,10.14,24.72,460.0,-169.95,2.45,23.44,74.19,91.0,531.0,resting,68.5,52.53,abnormal,2023-04-11 19:13:05,0.0,0.0
0.01,-0.26,10.15,24.7,662.0,-166.47,2.49,23.44,74.19,94.0,516.0,resting,70.5,54.07,abnormal,2023-04-11 19:13:06,0.0,0.0
0.01,-0.24,10.12,24.75,662.0,-163.77,2.51,23.44,74.19,94.0,529.0,resting,69.8,53.51,abnormal,2023-04-11 19:13:07,0.0,0.0
0.02,-0.25,10.12,24.75,838.0,-168.16,2.47,23.44,74.19,87.0,529.0,resting,59.0,45.23,abnormal,2023-04-11 19:13:07,0.0,0.0
0.02,-0.25,10.15,24.71,766.0,-165.15,2.5,23.44,74.19,87.0,528.0,resting,65.6,50.28,abnormal,2023-04-11 19:13:08,0.0,0.0
0.01,-0.25,10.13,24.7,770.0,-168.34,2.47,23.44,74.19,87.0,528.0,resting,67.9,52.11,abnormal,2023-04-11 19:13:09,0.0,0.0
0.02,-0.25,10.13,24.74,674.0,-169.63,2.46,23.44,74.19,87.0,521.0,resting,70.7,54.21,abnormal,2023-04-11 19:13:10,0.0,0.0
0.01,-0.25,10.1,24.7,674.0,-164.59,2.5,23.44,74.19,87.0,526.0,resting,68.7,52.67,abnormal,2023-04-11 19:13:10,0.0,0.0
0.0,-0.25,10.09,24.75,840.0,-168.78,2.46,23.44,74.19,87.0,528.0,resting,59.2,45.37,abnormal,2023-04-11 19:13:11,0.0,0.0
0.02,-0.25,10.12,24.7,768.0,-165.01,2.5,23.44,74.19,87.0,527.0,resting,64.7,49.58,abnormal,2023-04-11 19:13:12,0.0,0.0
0.01,-0.26,10.15,24.74,460.0,-168.79,2.46,23.44,74.19,82.0,529.0,resting,63.4,48.6,abnormal,2023-04-11 19:13:13,0.0,0.0
0.01,-0.24,10.11,24.73,306.0,-168.97,2.46,23.44,74.19,86.0,527.0,resting,68.7,52.67,abnormal,2023-04-11 19:13:13,0.0,0.0
0.01,-0.25,10.13,24.75,766.0,-165.5,2.49,23.44,74.19,87.0,527.0,resting,67.8,51.97,abnormal,2023-04-11 19:13:14,0.0,0.0
0.02,-0.26,10.11,24.74,768.0,-169.55,2.46,23.44,74.19,87.0,525.0,resting,69.0,52.95,abnormal,2023-04-11 19:13:15,0.0,0.0
0.02,-0.25,10.16,24.75,654.0,-169.3,2.46,23.44,74.19,88.0,516.0,resting,70.7,54.21,abnormal,2023-04-11 19:13:16,0.0,0.0
0.02,-0.25,10.13,24.75,654.0,-160.74,2.54,23.44,74.19,88.0,527.0,resting,71.2,54.64,abnormal,2023-04-11 19:13:17,0.0,0.0
0.02,-0.26,10.13,24.79,696.0,-167.56,2.48,23.44,74.19,88.0,520.0,resting,59.2,45.37,abnormal,2023-04-11 19:13:17,0.0,0.0
0.01,-0.25,10.14,24.74,696.0,-167.06,2.48,23.44,74.19,88.0,528.0,resting,65.9,50.56,abnormal,2023-04-11 19:13:18,0.0,0.0
0.02,-0.25,10.15,24.76,674.0,-170.57,2.45,23.44,74.19,88.0,520.0,resting,58.2,44.66,abnormal,2023-04-11 19:13:19,0.0,0.0
0.02,-0.25,10.16,24.76,674.0,-167.3,2.48,23.44,74.19,88.0,528.0,resting,62.5,47.89,abnormal,2023-04-11 19:13:20,0.0,0.0
0.01,-0.25,10.11,24.79,844.0,-169.69,2.46,23.44,74.19,83.0,526.0,resting,63.2,48.46,abnormal,2023-04-11 19:13:20,0.0,0.0
0.02,-0.25,10.16,24.74,766.0,-171.79,2.44,23.44,74.19,78.0,526.0,resting,65.4,50.14,abnormal,2023-04-11 19:13:21,0.0,0.0
0.02,-0.25,10.16,24.75,766.0,-169.96,2.45,23.44,74.19,78.0,527.0,resting,63.7,48.88,abnormal,2023-04-11 19:13:22,0.0,0.0
0.01,-0.24,10.15,24.79,764.0,-167.73,2.47,23.44,74.19,78.0,527.0,resting,63.2,48.46,abnormal,2023-04-11 19:13:23,0.0,0.0
0.0,-0.25,10.13,24.75,768.0,-172.14,2.43,23.44,74.19,79.0,527.0,resting,64.5,49.44,abnormal,2023-04-11 19:13:23,0.0,0.0
0.0,-0.26,10.13,24.73,766.0,-171.66,2.44,23.44,74.19,77.0,527.0,resting,64.1,49.16,abnormal,2023-04-11 19:13:24,0.0,0.0
0.0,-0.26,10.15,24.75,768.0,-167.67,2.47,23.44,74.19,78.0,527.0,resting,64.1,49.16,abnormal,2023-04-11 19:13:25,0.0,0.0
0.01,-0.26,10.15,24.76,460.0,-171.7,2.44,23.44,74.19,81.0,529.0,resting,64.7,49.58,abnormal,2023-04-11 19:13:26,0.0,0.0
0.01,-0.25,10.13,24.73,306.0,-166.39,2.49,23.44,74.19,86.0,529.0,resting,63.9,49.02,abnormal,2023-04-11 19:13:26,0.0,0.0
0.0,-0.25,10.15,24.74,460.0,-171.64,2.44,23.44,74.19,91.0,528.0,resting,65.2,50.0,abnormal,2023-04-11 19:13:27,0.0,0.0
0.01,-0.25,10.14,24.78,306.0,-165.15,2.5,23.44,74.19,97.0,527.0,resting,64.7,49.58,abnormal,2023-04-11 19:13:28,0.0,0.0
2023-05-02 01:18:29,42.422033,-71.076553,1,9,15.4,0.02,88.17,0.88,-33.7,12.596123060765477,391.3443728722792,6.298061530382738,1.2596123060765478,0.6298061530382739,12.596123060765477,12.596123060765478,2.6089624858151947
